,class_0,class_1,r_dtw,r_lsmash,r_smash,t_dtw,t_lsmash,t_smash
0,11,32,0.5342917997870075,0.6847021887837655,0.35711566176549203,2.006258964538574,0.03795289993286133,0.8573329448699951
1,73,41,0.8527374670184696,0.9243187643827137,0.3840513023610962,2.15598201751709,0.04283308982849121,1.0384881496429443
2,82,52,0.3851445159661744,0.21154540824461388,0.5472175993395401,2.0675129890441895,0.04055500030517578,0.8251380920410156
3,72,91,0.24839083121092845,0.39735482692466756,0.2645745757209013,2.2546961307525635,0.03442811965942383,0.9822039604187012
4,28,74,0.9595775673707211,0.6663000669659642,1.0118769858530972,2.169149875640869,0.04241013526916504,1.0099539756774902
5,47,6,0.48361605731745866,0.6972969569271409,0.23462788195600853,2.0168449878692627,0.041748046875,0.9822609424591064
6,4,44,0.6674274121972866,0.4887626315005252,0.9737752466439132,2.362931966781616,0.04012489318847656,1.0849690437316895
7,90,16,0.33434199257779046,0.45034559784866324,0.35756538817470146,2.0756900310516357,0.04696202278137207,0.9060587882995605
8,94,73,0.5282080271339741,0.6570776108335206,0.5514362418480101,2.3479621410369873,0.04198598861694336,1.057332992553711
9,95,63,0.6118166758696852,0.7723572076876443,0.6264500241302156,2.2338738441467285,0.04420900344848633,1.0226619243621826
10,37,23,0.31090563315627257,0.4745855919925459,0.9190938400233699,2.0848641395568848,0.03894305229187012,1.0517501831054688
11,89,66,0.0991432337434095,0.1911341802130334,0.2872886092269486,1.948354959487915,0.04076194763183594,0.795644998550415
12,90,82,0.50357327046342,0.4487003510270465,0.421207451709548,2.1474320888519287,0.03995203971862793,0.9178118705749512
13,15,10,0.5141557128412538,0.7138091988046069,0.5533484355984299,2.2981958389282227,0.04246115684509277,1.0659279823303223
14,46,13,0.2539117038178229,0.3112334498016693,0.182709417857952,2.300719976425171,0.038149118423461914,0.8988461494445801
15,36,34,0.5584988962472406,0.6930496629989498,0.6301561237296568,2.196974039077759,0.040750980377197266,1.0990879535675049
16,29,23,0.2825802226588081,0.45397303393131516,0.6828308598961536,2.3316290378570557,0.0415799617767334,1.1329529285430908
17,84,28,0.387766509622295,0.5379131278254111,0.2008863653681425,2.194194793701172,0.0410618782043457,0.9401860237121582
18,90,87,0.32219906201146425,0.41851356551973234,0.20582548707348725,2.318730115890503,0.04187798500061035,0.9117720127105713
19,45,46,0.11737229923816661,0.1791962882620699,0.20374452703049742,2.0948970317840576,0.038474082946777344,0.8554887771606445
20,82,2,0.17501798129944857,0.2241543893691181,0.7290898345447289,2.188760995864868,0.03917217254638672,1.0717949867248535
21,28,62,0.2151218496146636,0.24271290017986846,0.24864352748562638,2.219489812850952,0.04205012321472168,1.0138280391693115
22,29,33,0.8819063686208352,0.7805271181107916,0.8600399541493575,2.219177007675171,0.04562187194824219,1.1757588386535645
23,48,96,0.3176019606610947,0.28847224869029947,0.8313753352770332,2.2057721614837646,0.039916038513183594,1.0726680755615234
24,87,1,0.9300658659434329,0.9547410446113774,0.5398947643143266,2.2221691608428955,0.04086899757385254,1.0765130519866943
25,82,51,0.7739459076414315,0.5449095834505839,0.57893350311838,2.0288450717926025,0.04442906379699707,0.9249711036682129
26,58,65,0.34533468559837727,0.428790465702583,0.42537315801630227,2.2476320266723633,0.04229593276977539,1.202453851699829
27,17,44,0.4714828897338402,0.6032814787317536,0.8522778245981564,2.2555840015411377,0.03869795799255371,1.0867819786071777
28,71,2,0.29799585348997926,0.20280251148510506,0.45332465372507263,2.2123031616210938,0.0412900447845459,1.0132489204406738
29,70,4,0.37343568571797187,0.31042179933462666,0.8617992439428771,2.30533504486084,0.04227781295776367,1.1199870109558105
30,85,61,0.10466004583651642,0.15707422982397723,0.2898457218775452,2.2847578525543213,0.04243302345275879,0.8906819820404053
31,57,100,0.6615853658536586,0.8012981282826812,0.6362311989328007,2.119542121887207,0.04849505424499512,1.1351799964904785
32,65,12,0.877554882664648,0.6545248586180482,0.5241512288257583,2.2168350219726562,0.042938947677612305,1.1004300117492676
33,35,74,0.3574354009978405,0.533331066758935,0.8531262438528047,2.1761858463287354,0.043417930603027344,1.0884242057800293
34,30,23,0.19535418205696461,0.29147570125266664,0.19226391925730413,2.0605320930480957,0.03977322578430176,0.899590015411377
35,63,22,0.1520875089173489,0.19572546490539525,0.47421651942480053,2.2895100116729736,0.04388999938964844,1.045212984085083
36,51,68,0.13986715127208924,0.2413983319420898,0.3769750226509379,2.0604169368743896,0.05240201950073242,0.9588398933410645
37,30,95,0.1650185414091471,0.300046354131174,0.22040450728475258,2.202162981033325,0.04116010665893555,0.991826057434082
38,24,31,0.3105394408715054,0.49534028572704375,0.9795986769618603,2.12042498588562,0.03978419303894043,1.0728979110717773
39,78,45,0.10532313558764875,0.19924656689691692,0.27317199577932083,1.9497380256652832,0.040884971618652344,0.9670250415802002
40,66,43,0.833741753063148,0.9178264957637454,0.23833242311354394,2.1416149139404297,0.041249990463256836,0.9014480113983154
41,65,78,0.24302973977695166,0.3139077614791107,0.20155112606292178,2.2754878997802734,0.03720998764038086,0.9131090641021729
42,47,55,0.16110900375875029,0.24749529774358509,0.43670948026282014,2.1506669521331787,0.03807497024536133,1.083456039428711
43,44,65,0.40025038004113384,0.4526273169457019,0.5565246143653614,2.3144659996032715,0.042463064193725586,0.9712140560150146
44,66,53,0.584123684552423,0.7773806618761309,0.19602946190695625,2.243752956390381,0.04147696495056152,0.8846628665924072
45,99,47,0.23252800148107006,0.3453309705772243,0.8322987017002693,2.0934369564056396,0.037590980529785156,1.0837669372558594
46,32,12,0.9027016814660873,0.6169342708797398,0.695703161065534,2.2397379875183105,0.04791712760925293,1.1062021255493164
47,49,84,0.8178288029714671,0.8659468714432392,1.0035662928523315,2.1524369716644287,0.04079604148864746,0.9257590770721436
