,class_0,class_1,r_dtw,r_lsmash,r_smash,t_dtw,t_lsmash,t_smash
0,52,53,0.1592251113643427,0.1663826706367947,0.2602378009154569,3.8764920234680176,0.04173994064331055,0.8452877998352051
1,16,46,0.19764875647228589,0.3041475806857543,0.18242838564652183,3.994736909866333,0.03923988342285156,0.8766729831695557
2,82,45,0.11428940401627173,0.19166287101878596,0.8390220002541834,3.793165922164917,0.041352033615112305,1.0255069732666016
3,15,26,0.1573192739110435,0.18390358976304047,0.9280892696093631,3.7603299617767334,0.03525900840759277,1.0783910751342773
4,3,43,0.3695584090197307,0.5013006817583339,0.9343800078475314,3.9302217960357666,0.04218101501464844,1.1519830226898193
5,67,22,0.1726047434959774,0.17571768769029636,0.9891467988850384,3.8366360664367676,0.04273581504821777,1.0892698764801025
6,76,14,0.15438316198944152,0.24147927983483652,0.2579528938188917,4.257314920425415,0.04654812812805176,0.9989750385284424
7,18,36,0.6510221710336884,0.8214619501252746,0.8035641254394298,3.9399349689483643,0.042662858963012695,0.9637489318847656
8,53,40,0.36484604672752596,0.6116808222316708,0.6416926818397216,4.025853157043457,0.04190206527709961,1.0496480464935303
9,16,92,0.21360297371448803,0.267633285705398,0.23351388642365387,4.027757167816162,0.04261589050292969,0.9724960327148438
10,73,34,0.28956356736242883,0.4368330788672211,0.4459746730942753,4.108922004699707,0.042823076248168945,0.9854371547698975
11,65,27,0.3885620349541443,0.45038480837062783,0.37871205588457074,3.9778261184692383,0.041313886642456055,1.051861047744751
12,22,21,0.0590219950611612,0.08069419796210955,0.23749149054165677,3.6511499881744385,0.03550291061401367,0.8083000183105469
13,12,34,0.1700804409354983,0.20212624604163495,0.979242714046063,4.0345458984375,0.03984999656677246,1.067199945449829
14,35,58,0.22154764866882307,0.2952790981653813,0.8300434666346569,3.8915340900421143,0.03870820999145508,1.0391788482666016
15,66,11,0.437596441862576,0.5451363940513017,0.5056840632353735,4.045500993728638,0.04959392547607422,1.0134291648864746
16,54,85,0.11786613512379354,0.23164515998413168,0.2921623467364397,3.9597549438476562,0.03942084312438965,0.9459269046783447
17,91,90,0.7372778183588995,0.42313148000033046,0.17799267152362452,3.9098281860351562,0.0397799015045166,0.8506450653076172
18,8,22,0.10651298119964189,0.15246899818827023,0.22346007199469958,3.899653911590576,0.04259514808654785,0.8720898628234863
19,98,78,0.26165610911373627,0.2628523052779771,0.34402819187620065,3.7575528621673584,0.04138898849487305,0.926159143447876
20,77,93,0.878014516506673,0.3082638383428328,0.3520382199981676,4.00566291809082,0.045970916748046875,0.98580002784729
21,45,17,0.575370281892021,0.5624906641190438,0.7866118672768752,4.11033296585083,0.044873952865600586,1.0944421291351318
22,27,64,0.7598074179743224,0.8619742373694649,0.3014879661270372,3.9697070121765137,0.04744601249694824,1.1360199451446533
23,48,11,0.611369567684103,0.27976295680740626,0.21846262824220367,4.043447017669678,0.03959488868713379,0.906682014465332
24,48,50,0.5708839169258553,0.3428226735959825,0.9723900270932654,4.0271501541137695,0.04090404510498047,1.1128599643707275
25,25,75,0.2657303370786517,0.31377240243233306,0.4235052567743697,4.062720060348511,0.04201388359069824,1.1226129531860352
26,73,63,0.7616515483265561,0.8517813803325428,0.9920979086832769,3.939516067504883,0.04365801811218262,1.1597518920898438
27,53,7,0.23801825293350715,0.4255438304634196,0.235533041389457,4.346324920654297,0.03871011734008789,1.0539898872375488
28,82,72,0.14736493879939944,0.28309707739095535,0.8911295124814488,3.8013691902160645,0.04137110710144043,1.0698139667510986
29,97,20,0.4454182490992307,0.6178484491232278,0.2533117782502447,4.174512147903442,0.043943166732788086,1.0538980960845947
30,68,18,0.7680945347119646,0.8976453233428288,0.7331741457426696,4.08781099319458,0.042402029037475586,1.033041000366211
31,52,63,0.1274721179696026,0.16009805595544907,0.4587555242800674,3.8226959705352783,0.040702104568481445,0.9589049816131592
32,53,98,0.8104502501389662,0.39944199198102415,0.6195097488174038,4.140008926391602,0.040651798248291016,1.0038139820098877
33,21,80,0.08277520178602095,0.1238311208251815,0.26017356913997236,3.7732841968536377,0.042903900146484375,0.8691489696502686
34,42,94,0.9387050943779176,0.9342613447916919,0.6184564912446241,4.217237949371338,0.04185199737548828,1.1190581321716309
35,1,10,0.6067898581865061,0.8214591978624126,0.4549747808057464,4.053431987762451,0.03766179084777832,0.9848470687866211
36,53,32,0.7286796711268742,0.7317006302945611,0.25399353481850806,3.813943862915039,0.043695926666259766,1.0357029438018799
37,82,44,0.17706671982987776,0.3498752983789503,0.9426618211481811,4.184892892837524,0.04268193244934082,1.1331639289855957
38,67,3,0.42885251062490165,0.33382772270105177,0.6188687643019055,4.179884910583496,0.04253411293029785,0.9737520217895508
39,79,28,0.1257944915254237,0.2621373637965158,0.528375141543861,4.320861101150513,0.04385805130004883,0.952564001083374
40,28,80,0.8976854856154012,0.9274261450092289,0.3243944879246424,4.1669111251831055,0.040656089782714844,0.9657080173492432
41,19,89,0.07942546439772115,0.18662986351787017,0.35406417570162485,3.7085931301116943,0.041645050048828125,0.8925549983978271
42,33,1,0.5188575613328451,0.5419703805624537,0.8803817683441267,4.279311895370483,0.042372941970825195,1.0381219387054443
43,45,30,0.10121430177647853,0.15835765844690014,0.199341259723524,4.0983171463012695,0.05609297752380371,0.8761289119720459
44,5,61,0.645492692808566,0.42288466797381535,0.9521012839622303,4.2612199783325195,0.040647029876708984,1.1251699924468994
45,82,44,0.17706671982987776,0.3498752983789503,0.9394195244734511,4.024808883666992,0.039652109146118164,1.108572006225586
46,67,84,0.5723479566663091,0.5482288107493296,0.2849368223417125,4.164139032363892,0.03926897048950195,1.0306220054626465
47,22,80,0.16001482762881503,0.20782670535101277,0.5675786897906309,4.391819000244141,0.03955698013305664,1.0601611137390137
48,60,16,0.8298850574712644,0.7846729643134787,0.467329566292258,4.147071838378906,0.040457963943481445,1.2179069519042969
49,30,13,0.19879946291762102,0.2564153759901467,0.18023986692724947,4.0594940185546875,0.04269099235534668,0.8547940254211426
50,52,45,0.07679883977718449,0.1021537751952628,0.3145143944113567,3.740036964416504,0.03821611404418945,0.9235720634460449
51,43,75,0.35601253112699816,0.5382782275389654,0.5066235012953109,3.9219391345977783,0.04368400573730469,1.0343129634857178
52,79,39,0.9006828057107387,0.732203172264803,0.6304996194817222,3.663215160369873,0.04563093185424805,0.9485509395599365
53,12,13,0.47470009921529716,0.3250442402425288,0.4394083589466612,3.986521005630493,0.04377913475036621,1.0939810276031494
54,39,20,0.13253228657897104,0.2582781140589355,0.18327514874711157,4.041454076766968,0.050292015075683594,0.9754540920257568
55,12,2,0.33063448812767615,0.4730147674939792,0.5696220005490895,4.078176021575928,0.0397639274597168,1.1399719715118408
56,23,11,0.2972539339709966,0.4187507844629817,0.20107411138390288,4.143537998199463,0.04565596580505371,0.9930739402770996
57,61,94,0.9263468013468013,0.3615922081235744,0.9262291403213038,4.034389019012451,0.038099050521850586,1.0719709396362305
58,98,19,0.39490176151761514,0.3521025867963145,0.4533497746718368,4.181416034698486,0.04262089729309082,1.0917439460754395
59,79,54,0.11208975853004147,0.2501862054057865,0.3687927917901869,3.777090072631836,0.040557146072387695,0.9390549659729004
60,1,95,0.9057876414273281,0.732624597928594,0.9128246847711043,4.169826984405518,0.040162086486816406,1.0683541297912598
61,4,99,0.3581595498179411,0.29789210879855776,0.4347313388482328,4.002676963806152,0.04318690299987793,1.0686450004577637
