# /home/yhuang10/D3M/zutil_/cfgfiles/PFSA_3_3.cfg
# /home/yhuang10/D3M/zutil_/cfgfiles/XPFSA_3_3_oppo.cfg
# 5000
xg,est
0.99845,0.656914
0.998444,0.648485
0.998449,0.644859
0.998453,0.651902
0.993758,0.64936
0.99845,0.638678
0.983393,0.658196
0.998445,0.653522
0.998455,0.633877
0.990908,0.648063
0.992411,0.644109
0.99845,0.668259
0.989869,0.664508
0.992397,0.646769
0.996879,0.642559
0.998446,0.651025
0.983394,0.654033
0.998456,0.655522
0.985947,0.652686
0.998446,0.651367
0.995382,0.653024
0.998454,0.651164
0.998446,0.647358
0.998442,0.647458
0.998445,0.648984
0.998447,0.653886
0.998449,0.646243
0.990879,0.6506
0.995392,0.649368
0.994026,0.659286
0.998444,0.637429
0.99845,0.636312
0.998451,0.653778
0.975671,0.64211
0.995382,0.649962
0.995345,0.650309
0.992362,0.651405
0.998446,0.655446
0.989576,0.641171
0.996897,0.64036
0.988498,0.667391
0.995337,0.651124
0.993757,0.652872
0.998451,0.650762
0.998442,0.641284
0.998451,0.644361
0.998444,0.653295
0.998447,0.657711
0.998445,0.640898
0.998438,0.663414
0.998448,0.651314
0.998451,0.661842
0.998444,0.661191
0.998448,0.652874
0.996895,0.642943
0.995336,0.648269
0.9969,0.65494
0.982512,0.659294
0.982434,0.638516
0.998446,0.649683
0.996897,0.647922
0.996895,0.655122
0.989882,0.65938
0.990925,0.649141
0.995349,0.652989
0.998441,0.654144
0.998445,0.655669
0.998452,0.659246
0.998437,0.642028
0.99844,0.650194
0.988366,0.653294
0.989651,0.647837
0.99844,0.64021
0.998443,0.651952
0.995365,0.652978
0.984668,0.661149
0.995345,0.65538
0.998445,0.648939
0.991034,0.646784
0.995363,0.65407
0.988276,0.645349
0.998446,0.654629
0.995381,0.65093
0.993749,0.650353
0.990897,0.66913
0.986024,0.64742
0.993826,0.655531
0.998443,0.65411
0.998435,0.652746
0.998445,0.659843
0.993761,0.660811
0.998449,0.661511
0.98455,0.640195
0.998447,0.653303
0.998451,0.647888
0.998446,0.634101
0.996895,0.646912
0.998447,0.648809
0.998433,0.655079
0.98854,0.647306
0.998439,0.657072
0.998448,0.652217
0.996899,0.654646
0.992715,0.654246
0.994116,0.641898
0.998447,0.642577
0.998443,0.651679
0.998443,0.665179
0.996906,0.649588
0.998441,0.652804
0.998439,0.649621
0.992411,0.646062
0.998446,0.645612
0.992401,0.655264
0.998445,0.649751
0.998437,0.641879
0.987114,0.651265
0.98754,0.654738
0.996868,0.652163
0.988256,0.663023
0.995381,0.650183
0.998452,0.632409
0.996897,0.656439
0.988291,0.647161
0.992379,0.651349
0.993845,0.635238
0.985829,0.649717
0.993739,0.660349
0.993751,0.654579
0.992427,0.65535
0.998441,0.645891
0.993745,0.662533
0.998446,0.660938
0.992428,0.659198
0.998435,0.662592
0.998443,0.647773
0.988283,0.650981
0.998439,0.631215
0.995342,0.642828
0.996883,0.658083
0.960791,0.65922
0.996876,0.662988
0.987482,0.652266
0.995347,0.653369
0.998453,0.652072
0.980279,0.654217
0.995327,0.652601
0.995341,0.646723
0.998442,0.659192
0.998446,0.651792
0.998454,0.648075
0.99845,0.657732
0.984829,0.647776
0.996879,0.642988
0.99845,0.659331
0.995338,0.645406
0.998446,0.653687
0.991443,0.663904
0.998455,0.65125
0.998448,0.669102
0.998456,0.644857
0.998442,0.638117
0.993837,0.644151
0.998452,0.649828
0.998447,0.646067
0.998445,0.646857
0.995344,0.643451
0.996889,0.642257
0.998446,0.652637
0.995377,0.659151
0.99844,0.649406
0.995342,0.668166
0.998448,0.650453
0.995344,0.643287
0.996902,0.652344
0.998442,0.65004
0.995339,0.63841
0.992719,0.648116
0.998446,0.658351
0.988394,0.658364
0.998448,0.65748
0.998457,0.664471
0.976711,0.652163
0.998443,0.64523
0.998448,0.642159
0.998455,0.654943
0.992585,0.645708
0.998448,0.650339
0.998449,0.646216
0.998454,0.650473
0.998444,0.649628
0.993737,0.640888
0.998443,0.643961
0.995338,0.661285
0.998437,0.647439
0.991155,0.658116
0.995351,0.646566
0.994138,0.640897
0.985743,0.657955
0.998446,0.65355
0.998448,0.641419
0.990901,0.672982
0.998449,0.652581
0.998441,0.638855
0.998456,0.636812
0.998447,0.643813
0.998451,0.651787
0.992513,0.647779
0.998447,0.637778
0.998446,0.64929
0.998452,0.648052
0.977507,0.648742
0.998446,0.652523
0.992697,0.653919
0.998449,0.655723
0.998444,0.646796
0.998449,0.656264
0.991451,0.644948
0.991111,0.659363
0.99536,0.640752
0.998448,0.654237
0.998452,0.652374
0.994018,0.637696
0.998443,0.654036
0.989583,0.655016
0.998445,0.643089
0.998453,0.652181
0.998447,0.665146
0.998444,0.660443
0.99845,0.647189
0.998443,0.658507
0.993839,0.651874
0.99845,0.663752
0.998445,0.659104
0.998447,0.652831
0.998448,0.654067
0.993739,0.65691
0.996886,0.651646
0.998453,0.652085
0.989855,0.653384
0.998444,0.645655
0.98957,0.658738
0.998453,0.649296
0.998447,0.648164
0.998449,0.652342
0.993834,0.648404
0.998442,0.647515
0.998442,0.655815
0.996889,0.664562
0.996901,0.651542
0.998456,0.643809
0.998446,0.65903
0.995336,0.635156
0.998445,0.648873
0.988313,0.647327
0.998455,0.660941
0.975511,0.662817
0.996902,0.660625
0.998441,0.648669
0.98615,0.653919
0.993764,0.642484
0.993744,0.661125
0.983387,0.659153
0.987319,0.659104
0.993757,0.657324
0.99844,0.651376
0.998448,0.643547
0.98388,0.663772
0.998439,0.671361
0.998448,0.65877
0.998448,0.639207
0.994131,0.662082
0.998442,0.655738
0.998446,0.643044
0.998442,0.651874
0.99845,0.660022
0.99239,0.656585
0.996877,0.648303
0.996901,0.650732
0.996905,0.663142
0.998454,0.647206
0.998442,0.647589
0.993977,0.652807
0.995381,0.634412
0.995333,0.639166
0.998453,0.650019
0.993829,0.652136
0.998438,0.658691
0.995343,0.656358
0.998454,0.646062
0.998444,0.658116
0.993749,0.664543
0.992394,0.650569
0.995349,0.641167
0.995341,0.669272
