# /home/yhuang10/D3M/zutil_/cfgfiles/PFSA_M2_3.cfg
# /home/yhuang10/D3M/zutil_/cfgfiles/XPFSA_2_4_7.cfg
# 5000
xg,est
0.00387561,0.0390664
0.00523758,0.0253696
0.0457266,0.0379181
0.014434,0.0310198
0.0417707,0.0287054
0.0518435,0.0377038
0.036879,0.0376424
0.0545497,0.0340736
0.0402721,0.0369388
0.0162383,0.0414725
0.0214491,0.038243
0.0280763,0.0374541
0.0264314,0.0360004
0.0127096,0.0286564
0.0115116,0.0357321
0.0467455,0.0322075
0.0282976,0.0320895
0.003593,0.0358708
0.00334857,0.0388919
0.0498228,0.034135
0.0502437,0.0390937
0.00386534,0.0410777
0.0209723,0.0446118
0.0261823,0.041824
0.062752,0.0322502
0.0707718,0.0366904
0.0269335,0.0379703
0.0225924,0.032105
0.0612166,0.0295914
0.0118005,0.0374198
0.0535442,0.0346333
0.0332349,0.0349255
0.00591296,0.0453606
0.0123923,0.0349285
0.0391346,0.0415712
0.000113314,0.038119
0.00277359,0.0361815
0.0458844,0.0347521
0.0414263,0.0342318
0.0187405,0.0356982
0.0425773,0.0372461
0.0298184,0.03002
0.0350853,0.0351754
0.00744329,0.0353308
0.0248775,0.0316528
0.00546922,0.0332357
0.00361305,0.0407658
0.00336861,0.0419463
0.0232906,0.0358122
0.0216079,0.0333826
0.0141901,0.0450416
0.00958052,0.0349958
0.0241646,0.0318365
0.00385686,0.0346569
0.0177893,0.0379458
0.00468079,0.0348267
0.0511952,0.0459665
0.00343776,0.0404057
6.1204e-05,0.0335618
0.029323,0.0383809
0.000167127,0.0367854
0.0570047,0.0347978
0.0545985,0.0382927
0.0272099,0.0326695
0.0119708,0.0352778
0.0516739,0.0393613
0.0566959,0.0385397
0.0195383,0.0313269
0.0365645,0.0355028
0.00653278,0.0314101
0.0171951,0.0423759
0.0505569,0.0342706
0.0505357,0.0392909
0.0158968,0.0353139
0.017586,0.0444981
0.0627289,0.0362122
0.0617313,0.0294265
0.0389561,0.034018
0.0382234,0.0302361
0.0549578,0.0365196
0.0478123,0.0358581
0.0047292,0.0370489
0.0347314,0.0410567
0.0332795,0.039225
0.0456646,0.0386461
0.0532278,0.0310627
0.0556246,0.0380831
0.0611579,0.027734
0.00236195,0.0402338
0.00532761,0.0379455
0.0157105,0.0315871
0.0528965,0.0315413
0.0620479,0.0327011
0.0146431,0.0344218
0.0169975,0.0278797
0.0545122,0.0404395
0.0432848,0.0392196
0.10324,0.0354902
0.0493708,0.039458
0.0629171,0.037514
0.0175061,0.0350803
0.0457463,0.0359645
0.0249682,0.0358855
0.0566748,0.0303281
0.0544444,0.039991
0.0299488,0.0328645
6.66641e-05,0.0413152
0.0549622,0.0337288
0.0156642,0.033598
0.0163926,0.0333049
0.00498613,0.0427446
0.0275438,0.0415457
0.0225533,0.0324023
0.0167408,0.0354307
0.0233983,0.033211
0.016027,0.0356385
0.00284731,0.0362926
0.0472038,0.0340362
0.0277946,0.0380851
0.0441972,0.0356562
0.0255588,0.0403689
0.0263852,0.035133
0.00653543,0.0306494
0.015839,0.0361461
0.0518142,0.0416195
0.0341812,0.0366734
0.0568068,0.0283368
0.0326437,0.033309
0.0262713,0.0384288
0.0271911,0.0328888
0.0176913,0.0329658
0.0539183,0.0365606
0.0118631,0.0344079
0.0526686,0.0300696
0.0655991,0.0344822
0.036646,0.0433516
0.0265738,0.0345093
0.0465505,0.032495
0.00570727,0.0358159
0.0526782,0.0377166
0.0562827,0.0376496
0.0171567,0.03877
0.0223549,0.0397927
0.0024754,0.0346523
0.0578193,0.030794
0.0423569,0.0460396
0.0563492,0.0365446
0.0398041,0.0350216
0.0517351,0.03771
0.0543349,0.0342084
0.00312163,0.0408847
0.0149673,0.0383585
0.0132263,0.0394329
0.0552486,0.0339525
0.0473527,0.035865
0.0171787,0.0436423
0.0254763,0.0323426
0.00322726,0.0355861
0.00655932,0.0458032
0.0538669,0.0346831
0.000167406,0.0352605
0.0002684,0.0435782
0.0592582,0.0340097
0.0630445,0.0351788
0.0565739,0.0397939
0.0135008,0.0326138
0.0142609,0.0396457
0.0213176,0.0386583
0.00415119,0.0341886
0.0494468,0.0299156
0.00470025,0.0424659
0.0342004,0.0310668
0.0483126,0.0414882
0.0310446,0.0302479
0.0173761,0.0376259
0.0281002,0.0313572
0.0528635,0.0320878
0.061303,0.034517
0.0555126,0.0416344
0.0356642,0.0339499
0.0206245,0.0392797
0.0512395,0.0367499
0.00352762,0.0349108
0.0603054,0.0332255
0.0613199,0.0304369
0.0150031,0.0298816
0.121073,0.0350943
0.0251547,0.0333217
0.0293369,0.0440765
0.0238105,0.0305209
0.0302744,0.0297341
0.00313278,0.0437193
0.0523223,0.0377537
0.0109336,0.0312666
0.00455963,0.0345035
0.0589485,0.0396887
0.0486607,0.0320189
0.0440686,0.0392707
0.0521717,0.0358342
0.0676971,0.0419129
0.00476607,0.0385525
0.0369416,0.0250249
0.0172904,0.0394245
0.0370323,0.0393079
0.04938,0.0401208
0.0174505,0.0391809
0.00011154,0.0391595
0.0516608,0.0302325
0.0265556,0.0344568
0.00695274,0.0396
0.00503425,0.0366771
0.0362836,0.0372441
0.0262989,0.035171
0.0610092,0.042995
0.0251987,0.0438096
0.0505681,0.0321077
0.0547626,0.0415269
0.0422417,0.036339
0.0582823,0.0420533
0.00512481,0.0390767
0.0184008,0.0371724
0.0376766,0.0301771
0.00584726,0.0385823
0.0140883,0.0408011
0.00329157,0.034492
0.0030701,0.0399132
0.0570609,0.0348482
0.0226697,0.0354878
0.054269,0.0373482
0.00687229,0.0397449
0.0130603,0.0345648
0.0181762,0.0393597
0.025474,0.0313458
0.0531539,0.0346521
0.0213803,0.0308553
0.00584206,0.0330444
0.0480031,0.0366257
0.0137455,0.0424928
0.00500274,0.0415693
0.0697563,0.0405314
0.00639753,0.0312751
0.00632768,0.0420211
0.00979559,0.0410957
0.0064488,0.0345832
0.00297627,0.0359668
0.0632099,0.0395708
0.00421514,0.03918
0.0670866,0.0284142
0.0515981,0.0348138
0.0298429,0.0353655
0.0459301,0.0328244
0.0125967,0.0372728
0.0190436,0.0375543
0.0470588,0.0268071
0.0320665,0.0313633
0.00950068,0.0409313
0.00521686,0.0389952
0.00011031,0.0387301
0.0348305,0.0347502
0.00286604,0.0287046
0.0450182,0.0404059
0.0184764,0.0305827
0.0257879,0.0319888
0.0410291,0.0415877
0.0498714,0.037688
0.0239314,0.0366603
0.00448889,0.0377346
0.00423991,0.0315514
0.0476068,0.0378763
0.0273524,0.0378197
0.0153645,0.0389662
0.026836,0.0340517
0.0486223,0.0352108
0.0258754,0.0394124
0.0496471,0.0443577
0.0036114,0.0320043
0.00438507,0.0376977
0.0323091,0.036931
0.0358602,0.0357249
0.0533055,0.0370638
4.49552e-07,0.028529
0.0524638,0.0358609
0.022096,0.0359988
0.00972245,0.0389257
0.00411817,0.0397605
0.0476265,0.0365142
0.0371648,0.037896
0.0616405,0.0358397
0.0309504,0.0371682
0.0649655,0.0469909
0.0218599,0.0411284
0.011663,0.0363213
0.0135048,0.0306525
0.0101467,0.0284925
0.0309923,0.0339611
0.00121352,0.0338326
0.0284198,0.0336096
0.0532452,0.033792
0.0542669,0.0395676
0.0580356,0.029707
0.0206889,0.0376818
0.0448643,0.0399007
0.0462812,0.0390704
0.0381925,0.0314347
0.0168274,0.0342633
0.101968,0.0392629
0.017861,0.0307416
0.00270095,0.0384197
0.0174873,0.0423777
0.0295235,0.0332802
0.06059,0.0397123
0.00419321,0.0343859
0.0454105,0.0345606
0.046973,0.0416543
0.0521584,0.0399929
0.0415173,0.037414
0.0550117,0.0360282
0.00860758,0.0365411
0.0272403,0.0379943
0.0529214,0.0381291
0.0141222,0.0390034
0.0390461,0.0373341
0.0330919,0.034585
0.0264301,0.0384614
0.0214064,0.0384695
0.0106506,0.0308693
0.00562376,0.036429
0.0338915,0.0333465
0.00561118,0.0387869
0.0512484,0.0418659
0.0038958,0.0301192
0.0130797,0.0359766
0.0447667,0.0328507
0.0543377,0.0309824
0.0555359,0.0395096
0.0270631,0.0340168
0.0328667,0.0373424
0.0294857,0.0344633
0.0174073,0.0442124
0.0479264,0.0391875
0.047725,0.0309704
0.0334915,0.0400376
0.0163898,0.0318011
0.0333288,0.0376124
0.0616934,0.0377928
0.0151891,0.0331728
0.0560148,0.0337707
0.0288696,0.0395128
0.0558019,0.0365847
0.0452136,0.0425176
0.0330706,0.0373621
0.0171608,0.0397168
0.054866,0.0371328
0.0466969,0.0422602
0.0345509,0.0363879
0.0551468,0.0303639
0.00453928,0.0379499
0.0402397,0.0299359
0.0292114,0.027692
0.00524147,0.0335641
0.0435618,0.0382889
0.0217289,0.0395793
0.0305638,0.0364662
0.0460112,0.0444209
0.0484607,0.036526
0.0156321,0.0351194
0.0506703,0.0372561
0.0125133,0.0355074
0.0559057,0.0320431
0.0448941,0.034531
0.0249364,0.0400844
0.0237727,0.0322256
0.0513907,0.0412144
0.00633654,0.0336409
0.0172968,0.0316673
0.00735548,0.0376915
