# /home/yhuang10/D3M/zutil_/cfgfiles/PFSA_M2_3.cfg
# /home/yhuang10/D3M/zutil_/cfgfiles/XPFSA_2_4_7.cfg
# 5000
xg,est
0,0.0386688
0.0505907,0.0401359
0.0365046,0.0314046
0.0308132,0.0307096
0,0.0380609
0,0.0336773
0.0338433,0.0363746
0.0317753,0.0336205
0.0403145,0.0401395
0.0172406,0.0367689
0.0460196,0.0414512
0.0332025,0.031011
0.0335635,0.032353
0.0364672,0.0301117
0.0346998,0.0394369
0.0319979,0.0315313
0.0287374,0.0328164
0.020053,0.0385749
0.00939776,0.033595
0.03711,0.0372733
0.051548,0.0321752
0,0.0377897
0.019133,0.0351243
0.0305391,0.0342147
0.0346244,0.033389
0.031321,0.03844
0.0236842,0.033642
0.0281644,0.0326218
0.0286334,0.0360564
0.0293008,0.0292214
0,0.0337559
0,0.044085
0.0379764,0.0309983
0.0233205,0.0323841
0.00460948,0.0359204
0,0.035533
0.0257203,0.0309315
0.032522,0.0310369
0.00734174,0.0358075
0.0279907,0.0305054
0,0.0386465
0.0224593,0.0348954
0.027936,0.0345664
0.0104778,0.026839
0,0.0323426
0.0377702,0.0331129
2.89214e-06,0.0339606
0.040854,0.0288168
0.0107947,0.0314255
0.0362135,0.0410493
0,0.0377772
0.037637,0.031056
0,0.0362347
0.0318444,0.0281748
0.0328242,0.0292386
0.0312673,0.0347495
0.0435637,0.0346127
0,0.02921
0,0.0366762
0.040378,0.0373428
0,0.0401939
0.027163,0.0375199
0.0278283,0.0334845
0,0.0317008
0.0358906,0.0395009
0,0.033127
0.04659,0.0339498
0.0445324,0.0382594
0.0448773,0.0380684
0.042036,0.0320292
0.00716701,0.0326724
0,0.0372135
0,0.0334972
0.043995,0.033699
0.0282688,0.0449144
0.0403839,0.0424043
0.0314512,0.0353673
0.0402614,0.0381092
0.0315685,0.0368267
0.0300779,0.0361843
0,0.0333725
0.0270568,0.0328333
0,0.041712
0.0357468,0.0250322
0.0409364,0.0287627
0.029964,0.0352805
0.028672,0.0322949
0.0156328,0.0380727
0.00609469,0.0384393
0,0.0258673
0.0442055,0.0418208
0.036235,0.0358387
0.0315595,0.0392571
0,0.0332469
0,0.0333974
0,0.0356662
0.0293569,0.042367
0.0330993,0.0348361
0,0.0366732
0,0.036236
0,0.0361488
0.0064476,0.0329416
0,0.0377655
0.0449029,0.0369527
0.0354908,0.0388682
0.045604,0.0377926
0.0303846,0.0423821
0.0238699,0.0283342
0.0341944,0.0391403
0.02905,0.0330217
0.0371902,0.0334838
0.0305638,0.0381065
0.038147,0.0328698
0.0392295,0.039915
0.0397018,0.032538
0,0.0370711
0.0332637,0.0351521
0.0358864,0.0468928
0.0278202,0.0339675
0.0334432,0.0361378
0.0269051,0.0370378
0.0372362,0.0347104
0,0.0297651
0,0.0334644
0.00440441,0.0368133
0,0.0327008
0,0.0363152
0,0.0345466
0.0405972,0.037143
0.0282631,0.0422627
0.0329208,0.0315392
0.0166392,0.0394725
0,0.0398429
0.0190104,0.0365641
0,0.032802
0.0354252,0.0412182
0.041333,0.0320313
0,0.0335683
0.00733857,0.0386323
0.0317567,0.0320284
0.0500175,0.0322752
0.0275639,0.0350735
0.0450266,0.0379203
0.00872629,0.0280132
0.0445643,0.0424291
0.0341078,0.0358966
0.0303881,0.0320778
0.022646,0.0356581
0.0111192,0.0415388
0.0337331,0.0436931
0.0279641,0.0380294
0.0360039,0.0354135
0.0413859,0.0388265
0.0328359,0.0354379
0.0424538,0.0317916
0,0.0381444
0.0305118,0.0316672
0.035236,0.0385582
0.0367575,0.0341133
0.0327821,0.02725
0.0284913,0.0362583
0.00907309,0.0335227
0.0116412,0.0429293
0.0433281,0.0390823
0.0357378,0.0340675
0.0295925,0.0332972
0.0407091,0.0411125
0.0316679,0.0342476
0.0185963,0.0307489
0.029057,0.0386956
0,0.0307126
0.00334151,0.0330185
0.0422084,0.0459859
0,0.036558
0.0430891,0.0357095
0.028952,0.0389274
0.0377545,0.0308488
0.0325229,0.0305664
0.00871912,0.0399252
0.0483708,0.0340124
0.0413248,0.0386508
0.0394426,0.039885
0.0338178,0.0367048
0.0328977,0.0300114
0.0346741,0.0309663
0.0302955,0.0399364
0.0302635,0.0377953
0,0.0306454
0.0265705,0.0297793
0.0369559,0.0376853
0.028393,0.0335155
0.022281,0.0394914
0.0359062,0.038127
0,0.0299951
0.0339262,0.031828
0.0314415,0.036863
0.0303917,0.0442025
0.0294576,0.03596
0,0.039474
0,0.0372911
0.0452955,0.043068
0.0337976,0.0339461
0.0227927,0.0350062
0.0512754,0.0354322
0.0319974,0.0343889
0.0455172,0.0441011
0.0378396,0.0368995
0,0.035737
0.038629,0.0336113
0.0334078,0.0327194
0,0.03737
0.0254488,0.0399924
0.035003,0.0348916
0,0.0412595
0.0416106,0.0425043
0.0410186,0.037912
0.0318626,0.0324861
0,0.037592
0,0.0380523
0.0287568,0.0304349
0.0154947,0.0357562
0.0463748,0.0412127
0.0399096,0.0410196
0.0316843,0.0333161
0.0226868,0.035556
0.0327204,0.0407632
0.0381529,0.0325214
0.0301308,0.0363576
0.0289247,0.0343153
0.0123898,0.0401453
0.0305586,0.0355618
0.0357501,0.0393186
0,0.0352461
0.00459469,0.0333608
0.0447436,0.039399
0.0281957,0.0333897
0,0.0381903
0.0423651,0.0361673
0.0342343,0.0352343
0.0361968,0.0276369
0.0335665,0.032956
0.0445506,0.0383168
0.0218129,0.0369229
0.044664,0.0310669
0.0356805,0.0467669
0.0397248,0.0343003
0.038737,0.032446
0,0.0383276
0.00814417,0.0368726
0.045674,0.0367651
0,0.0311834
0,0.038465
0.0405211,0.0534786
0.0497547,0.0366941
0.0201859,0.0425307
0,0.0425306
0,0.030352
0,0.0406694
0.0387823,0.0355079
0,0.0359681
0.0409075,0.0339557
0.0388774,0.0296545
0.0382384,0.0408842
0.00410975,0.0368352
0.00275878,0.0396525
0,0.0432069
0.0160514,0.0447591
0.0444553,0.0342393
0.036437,0.0387499
0.0372304,0.03588
0.0319598,0.0446933
